Make,Model,Year,Fuel,HP,Cylinders,Trans,DT,Doors,MCAT,Size,Style,Highway,City,Popularity,MSRP
CHEV,Camaro,2016,PC,275,4,M,R,2,Performance,M,COU,30,21,1385,25700
CHEV,Camaro,2016,PC,275,4,M,R,2,Performance,M,COU,30,21,1385,29800
CHEV,Camaro,2016,PC,455,8,M,R,2,High-Performance,M,CON,25,16,1385,43300
CHEV,Camaro,2016,PC,455,8,M,R,2,High-Performance,M,COU,25,16,1385,36300
CHEV,Camaro,2017,PC,455,8,M,R,2,High-Performance,M,CON,25,16,1385,42905
CHEV,Camaro,2017,PC,455,8,M,R,2,High-Performance,M,CON,25,16,1385,47905
CHEV,Camaro,2017,PC,275,4,M,R,2,Performance,M,CON,30,20,1385,35605
CHEV,Camaro,2017,PC,275,4,A,R,2,Performance,M,CON,31,22,1385,32600
CHEV,Camaro,2017,PC,455,8,M,R,2,High-Performance,M,COU,25,16,1385,41905
CHEV,Camaro,2017,PC,455,8,M,R,2,High-Performance,M,COU,25,16,1385,36905
CHEV,Camaro,2017,PC,275,4,M,R,2,Performance,M,COU,30,20,1385,30405
CHEV,Camaro,2017,PC,275,4,A,R,2,Performance,M,COU,31,22,1385,26600
CHEV,Camaro,2017,PC,275,4,M,R,2,Performance,M,COU,30,20,1385,25905
CHEV,Camaro,2017,PQ,650,8,M,R,2,"Factory Tuner,High-Performance",M,COU,20,14,1385,61140
CHEV,Camaro,2017,PC,275,4,M,R,2,Performance,M,CON,30,20,1385,31905
CHEV,Camaro,2017,PQ,650,8,M,R,2,"Factory Tuner,High-Performance",M,CON,20,14,1385,67140
TOY,Camry Hybrid,2015,R,200,4,A,F,4,Hybrid,M,S,38,40,2031,29980
TOY,Camry Hybrid,2015,R,200,4,A,F,4,Hybrid,M,S,38,40,2031,27995
TOY,Camry Hybrid,2015,R,200,4,A,F,4,Hybrid,M,S,39,43,2031,26790
TOY,Camry Hybrid,2016,R,200,4,A,F,4,Hybrid,M,S,38,40,2031,30140
TOY,Camry Hybrid,2016,R,200,4,A,F,4,Hybrid,M,S,38,40,2031,27995
TOY,Camry Hybrid,2016,R,200,4,A,F,4,Hybrid,M,S,39,43,2031,26790
TOY,Camry Hybrid,2017,R,200,4,A,F,4,Hybrid,M,S,38,42,2031,26790
TOY,Camry Hybrid,2017,R,200,4,A,F,4,Hybrid,M,S,37,40,2031,27995
TOY,Camry Hybrid,2017,R,200,4,A,F,4,Hybrid,M,S,37,40,2031,30140
TOY,Camry Solara,2006,R,157,4,A,F,2,N,M,COU,30,20,2031,21855
TOY,Camry Solara,2006,R,225,6,A,F,2,N,M,CON,26,18,2031,26940
TOY,Camry Solara,2006,R,225,6,A,F,2,N,M,COU,27,18,2031,23355
TOY,Camry Solara,2006,R,225,6,A,F,2,N,M,CON,26,18,2031,30210
TOY,Camry Solara,2006,R,157,4,M,F,2,N,M,COU,30,21,2031,21025
TOY,Camry Solara,2006,R,225,6,A,F,2,N,M,COU,27,18,2031,21860
TOY,Camry Solara,2006,R,157,4,A,F,2,N,M,COU,30,20,2031,20360
TOY,Camry Solara,2006,R,157,4,M,F,2,N,M,COU,30,21,2031,19530
TOY,Camry Solara,2006,R,225,6,A,F,2,N,M,COU,27,18,2031,26405
TOY,Camry Solara,2006,R,157,4,A,F,2,N,M,COU,30,20,2031,23405
TOY,Camry Solara,2007,R,155,4,M,F,2,N,M,COU,31,21,2031,19930
TOY,Camry Solara,2007,R,210,6,A,F,2,N,M,CON,26,18,2031,29460
TOY,Camry Solara,2007,R,210,6,A,F,2,N,M,CON,26,18,2031,27190
TOY,Camry Solara,2007,R,155,4,A,F,2,N,M,COU,31,22,2031,20760
TOY,Camry Solara,2007,R,155,4,A,F,2,N,M,COU,31,22,2031,23030
TOY,Camry Solara,2007,R,210,6,A,F,2,N,M,COU,27,18,2031,24530
TOY,Camry Solara,2007,R,155,4,A,F,2,N,M,COU,31,22,2031,23905
TOY,Camry Solara,2007,R,210,6,A,F,2,N,M,COU,27,18,2031,26905
TOY,Camry Solara,2007,R,210,6,A,F,2,N,M,CON,26,18,2031,30460
TOY,Camry Solara,2007,R,210,6,A,F,2,N,M,COU,27,18,2031,22260
TOY,Camry Solara,2007,R,155,4,M,F,2,N,M,COU,31,21,2031,22200
TOY,Camry Solara,2008,R,210,6,A,F,2,N,M,CON,26,18,2031,27440
TOY,Camry Solara,2008,R,155,4,A,F,2,N,M,COU,31,22,2031,24155
TOY,Camry Solara,2008,R,155,4,M,F,2,N,M,COU,31,21,2031,22450
TOY,Camry Solara,2008,R,210,6,A,F,2,N,M,COU,27,18,2031,27155
TOY,Camry Solara,2008,R,210,6,A,F,2,N,M,COU,27,18,2031,22510
TOY,Camry Solara,2008,R,210,6,A,F,2,N,M,CON,26,18,2031,30710
TOY,Camry Solara,2008,R,155,4,A,F,2,N,M,COU,31,22,2031,21010
TOY,Camry Solara,2008,R,210,6,A,F,2,N,M,COU,27,18,2031,24780
TOY,Camry Solara,2008,R,155,4,A,F,2,N,M,COU,31,22,2031,23280
TOY,Camry Solara,2008,R,210,6,A,F,2,N,M,CON,26,18,2031,29710
TOY,Camry Solara,2008,R,155,4,M,F,2,N,M,COU,31,21,2031,20180
TOY,Camry,2015,R,178,4,A,F,4,N,M,S,35,25,2031,26150
TOY,Camry,2015,R,178,4,A,F,4,N,M,S,35,25,2031,26150
TOY,Camry,2015,R,268,6,A,F,4,N,M,S,31,21,2031,31370
TOY,Camry,2015,R,268,6,A,F,4,Performance,M,S,31,21,2031,31370
TOY,Camry,2015,R,178,4,A,F,4,N,M,S,35,25,2031,22970
TOY,Camry,2015,R,178,4,A,F,4,N,M,S,35,25,2031,23840
TOY,Camry,2016,R,178,4,A,F,4,N,M,S,35,25,2031,26310
TOY,Camry,2016,R,178,4,A,F,4,N,M,S,35,25,2031,23840
TOY,Camry,2016,R,178,4,A,F,4,N,M,S,35,25,2031,26310
TOY,Camry,2016,R,178,4,A,F,4,N,M,S,35,25,2031,25715
TOY,Camry,2016,R,178,4,A,F,4,N,M,S,35,25,2031,23070
TOY,Camry,2016,R,268,6,A,F,4,Performance,M,S,31,21,2031,31370
TOY,Camry,2016,R,268,6,A,F,4,N,M,S,31,21,2031,31370
TOY,Camry,2017,R,178,4,A,F,4,N,M,S,33,24,2031,23070
TOY,Camry,2017,R,178,4,A,F,4,N,M,S,33,24,2031,23840
TOY,Camry,2017,R,178,4,A,F,4,N,M,S,33,24,2031,26310
TOY,Camry,2017,R,268,6,A,F,4,N,M,S,30,21,2031,31370
TOY,Camry,2017,R,268,6,A,F,4,Performance,M,S,30,21,2031,31370
TOY,Camry,2017,R,178,4,A,F,4,N,M,S,33,24,2031,26310
GMC,Canyon,2012,R,185,4,A,R,4,N,C,CCP,25,18,549,24685
GMC,Canyon,2012,R,185,4,A,4,2,N,C,RCP,23,17,549,22385
GMC,Canyon,2012,R,185,4,A,R,4,N,C,ECP,25,18,549,23040
GMC,Canyon,2012,R,242,5,A,4,4,N,C,CCP,21,16,549,31790
GMC,Canyon,2012,R,242,5,A,4,4,N,C,CCP,21,16,549,28610
GMC,Canyon,2012,R,185,4,A,R,4,N,C,ECP,25,18,549,20840
GMC,Canyon,2012,R,185,4,M,R,2,N,C,RCP,25,18,549,17490
GMC,Canyon,2012,R,242,5,A,4,4,N,C,ECP,23,17,549,29145
GMC,Canyon,2012,R,242,5,A,4,4,N,C,CCP,21,16,549,29125
GMC,Canyon,2012,R,185,4,A,R,2,N,C,RCP,25,18,549,20455
GMC,Canyon,2012,R,185,4,A,4,4,N,C,ECP,23,17,549,24435
GMC,Canyon,2012,R,242,5,A,4,2,N,C,RCP,23,17,549,25305
GMC,Canyon,2012,R,185,4,A,4,4,N,C,ECP,23,17,549,26485
GMC,Canyon,2012,R,242,5,A,R,4,N,C,CCP,23,17,549,26470
GMC,Canyon,2015,R,200,4,A,R,4,N,C,ECP,27,20,549,29730
GMC,Canyon,2015,R,200,4,A,4,4,N,C,ECP,25,19,549,27935
GMC,Canyon,2015,R,305,6,A,4,4,N,C,CCP,24,17,549,37250
GMC,Canyon,2015,R,200,4,M,R,4,N,C,ECP,26,19,549,22650
GMC,Canyon,2015,R,200,4,A,R,4,N,C,ECP,27,20,549,26595
GMC,Canyon,2015,R,200,4,M,R,4,N,C,ECP,26,19,549,20995
GMC,Canyon,2015,R,305,6,A,R,4,N,C,CCP,26,18,549,26725
GMC,Canyon,2015,R,200,4,A,R,4,N,C,CCP,27,20,549,25205
GMC,Canyon,2015,R,200,4,A,R,4,N,C,CCP,27,20,549,31650
GMC,Canyon,2015,R,200,4,A,4,4,N,C,ECP,25,19,549,33855
GMC,Canyon,2015,R,305,6,A,4,4,N,C,CCP,24,17,549,36950
GMC,Canyon,2015,R,200,4,A,R,4,N,C,CCP,27,20,549,28535
GMC,Canyon,2015,R,305,6,A,4,4,N,C,CCP,24,17,549,34310
GMC,Canyon,2015,R,305,6,A,R,4,N,C,CCP,26,18,549,33420
GMC,Canyon,2015,R,200,4,A,4,4,N,C,ECP,25,19,549,31145
GMC,Canyon,2015,R,305,6,A,R,4,N,C,CCP,26,18,549,30055
GMC,Canyon,2015,R,305,6,A,4,4,N,C,CCP,24,17,549,34010
GMC,Canyon,2016,R,305,6,A,R,4,Diesel,C,CCP,26,18,549,34280
GMC,Canyon,2016,R,305,6,A,4,4,Diesel,C,CCP,24,17,549,35020
GMC,Canyon,2016,R,305,6,A,4,4,Diesel,C,CCP,24,17,549,38110
GMC,Canyon,2016,R,305,6,A,4,4,Diesel,C,CCP,24,17,549,37810
GMC,Canyon,2016,R,305,6,A,4,4,N,C,ECP,24,17,549,35665
GMC,Canyon,2016,R,305,6,A,R,4,N,C,ECP,26,18,549,31540
GMC,Canyon,2016,R,200,4,M,R,4,N,C,ECP,26,19,549,20955
GMC,Canyon,2016,R,200,4,A,4,4,N,C,ECP,25,19,549,28595
GMC,Canyon,2016,R,305,6,A,R,4,N,C,CCP,26,18,549,27385
GMC,Canyon,2016,R,200,4,A,R,4,Diesel,C,CCP,27,20,549,29245
GMC,Canyon,2016,R,200,4,A,R,4,N,C,CCP,27,20,549,25865
GMC,Canyon,2016,R,200,4,M,R,4,N,C,ECP,26,19,549,23310
GMC,Canyon,2016,R,305,6,A,R,4,Diesel,C,CCP,26,18,549,30765
GMC,Canyon,2016,R,200,4,A,4,4,N,C,ECP,25,19,549,31855
GMC,Canyon,2016,R,305,6,A,R,4,Diesel,C,CCP,26,18,549,33460
GMC,Canyon,2016,R,305,6,A,4,4,Diesel,C,CCP,24,17,549,34720
GMC,Canyon,2016,R,200,4,A,R,4,N,C,ECP,27,20,549,27305
CHEV,Caprice,1994,R,260,8,A,R,4,N,L,W,23,15,1385,2000
CHEV,Caprice,1994,R,200,8,A,R,4,N,L,S,24,16,1385,2000
CHEV,Caprice,1994,R,200,8,A,R,4,N,L,S,24,16,1385,2000
CHEV,Caprice,1995,R,200,8,A,R,4,N,L,S,24,16,1385,2000
CHEV,Caprice,1995,R,260,8,A,R,4,N,L,W,23,15,1385,2000
CHEV,Caprice,1996,R,260,8,A,R,4,N,L,W,24,15,1385,2000
CHEV,Caprice,1996,R,200,8,A,R,4,N,L,S,24,16,1385,2000
CHEV,Captiva Sport,2013,FRE85,180,4,A,F,4,"Crossover,Flex Fuel",M,4S,28,20,1385,24155
CHEV,Captiva Sport,2013,FRE85,180,4,A,F,4,"Crossover,Flex Fuel",M,4S,28,20,1385,29615
CHEV,Captiva Sport,2013,FRE85,180,4,A,F,4,"Crossover,Flex Fuel",M,4S,28,20,1385,25770
CHEV,Captiva Sport,2013,FRE85,180,4,A,F,4,"Crossover,Flex Fuel",M,4S,28,20,1385,24940
CHEV,Captiva Sport,2014,FRE85,180,4,A,F,4,"Crossover,Flex Fuel",M,4S,28,20,1385,25145
CHEV,Captiva Sport,2014,FRE85,180,4,A,F,4,"Crossover,Flex Fuel",M,4S,28,20,1385,24360
CHEV,Captiva Sport,2014,FRE85,180,4,A,F,4,"Crossover,Flex Fuel",M,4S,28,20,1385,25975
CHEV,Captiva Sport,2014,FRE85,180,4,A,F,4,"Crossover,Flex Fuel",M,4S,28,20,1385,29495
CHEV,Captiva Sport,2015,FRE85,180,4,A,F,4,"Crossover,Flex Fuel",M,4S,28,20,1385,25985
CHEV,Captiva Sport,2015,FRE85,180,4,A,F,4,"Crossover,Flex Fuel",M,4S,28,20,1385,29505
CHEV,Captiva Sport,2015,FRE85,180,4,A,F,4,"Crossover,Flex Fuel",M,4S,28,20,1385,25155
CHEV,Captiva Sport,2015,FRE85,180,4,A,F,4,"Crossover,Flex Fuel",M,4S,28,20,1385,24370
DOD,Caravan,2005,R,150,4,A,F,4,Flex Fuel,L,PMV,24,17,1851,18380
DOD,Caravan,2005,R,180,6,A,F,4,N,L,CMV,24,17,1851,19835
DOD,Caravan,2005,R,180,6,A,F,4,N,L,PMV,24,17,1851,22225
DOD,Caravan,2006,R,180,6,A,F,4,Flex Fuel,L,CMV,24,17,1851,20130
DOD,Caravan,2006,R,150,4,A,F,4,Flex Fuel,L,PMV,24,17,1851,18630
DOD,Caravan,2006,R,180,6,A,F,4,N,L,PMV,24,17,1851,22520
DOD,Caravan,2007,R,170,6,A,F,4,N,C,PMV,24,17,1851,22995
DOD,Caravan,2007,R,170,6,A,F,4,Flex Fuel,C,CMV,24,17,1851,20555
DOD,Caravan,2007,R,150,4,A,F,4,Flex Fuel,C,PMV,24,17,1851,19055
POR,Carrera GT,2004,PQ,605,10,M,R,2,"Exotic,Luxury,High-Performance",C,CON,15,9,1715,440000
POR,Carrera GT,2005,PQ,605,10,M,R,2,"Exotic,Luxury,High-Performance",C,CON,15,9,1715,440000
BUI,Cascada,2016,PC,200,4,A,F,2,N,M,CON,27,20,155,33065
BUI,Cascada,2016,PC,200,4,A,F,2,N,M,CON,27,20,155,36065
BUI,Cascada,2017,PC,200,4,A,F,2,N,M,CON,27,20,155,36065
BUI,Cascada,2017,PC,200,4,A,F,2,N,M,CON,27,20,155,33065
BUI,Cascada,2017,PC,200,4,A,F,2,N,M,CON,27,20,155,37065
CAD,Catera,1999,R,200,6,A,R,4,Luxury,M,S,23,16,1624,2066
CAD,Catera,2000,R,200,6,A,R,4,Luxury,M,S,23,16,1624,2103
CAD,Catera,2000,R,200,6,A,R,4,Luxury,M,S,23,16,1624,2241
CAD,Catera,2001,PQ,200,6,A,R,4,Luxury,M,S,22,16,1624,31305
CHEV,Cavalier,2003,R,140,4,M,F,4,N,C,S,30,22,1385,14230
CHEV,Cavalier,2003,R,140,4,M,F,2,N,C,COU,30,22,1385,14030
CHEV,Cavalier,2003,R,140,4,M,F,4,N,C,S,30,22,1385,15730
CHEV,Cavalier,2003,R,140,4,M,F,4,N,C,S,30,22,1385,17030
CHEV,Cavalier,2003,R,140,4,M,F,2,N,C,COU,30,22,1385,16830
CHEV,Cavalier,2003,R,140,4,M,F,2,N,C,COU,30,22,1385,15530
CHEV,Cavalier,2004,R,140,4,M,F,2,N,C,COU,33,23,1385,17410
CHEV,Cavalier,2004,R,140,4,M,F,4,N,C,S,33,23,1385,16105
CHEV,Cavalier,2004,R,140,4,M,F,4,N,C,S,33,23,1385,14435
CHEV,Cavalier,2004,R,140,4,M,F,2,N,C,COU,33,23,1385,15905
CHEV,Cavalier,2004,R,140,4,M,F,2,N,C,COU,33,23,1385,14235
CHEV,Cavalier,2004,R,140,4,M,F,4,N,C,S,33,23,1385,17610
CHEV,Cavalier,2004,R,140,4,M,F,2,N,C,COU,33,23,1385,10135
CHEV,Cavalier,2005,R,140,4,M,F,4,N,C,S,33,23,1385,16290
CHEV,Cavalier,2005,R,140,4,M,F,4,N,C,S,33,23,1385,14610
CHEV,Cavalier,2005,R,140,4,M,F,2,N,C,COU,33,23,1385,16090
CHEV,Cavalier,2005,R,140,4,M,F,2,N,C,COU,33,23,1385,17510
CHEV,Cavalier,2005,R,140,4,M,F,4,N,C,S,33,23,1385,17710
CHEV,Cavalier,2005,R,140,4,M,F,2,N,C,COU,33,23,1385,14410
CHEV,Cavalier,2005,R,140,4,M,F,2,N,C,COU,33,23,1385,10325
POR,Cayenne,2015,PQ,420,6,A,A,4,"Crossover,Luxury,Performance",M,4S,24,17,1715,74100
POR,Cayenne,2015,PQ,520,8,A,A,4,"Crossover,Luxury,Performance",M,4S,21,14,1715,113600
POR,Cayenne,2015,D,240,6,A,A,4,"Crossover,Luxury,Diesel",M,4S,29,20,1715,61700
POR,Cayenne,2016,PQ,440,6,A,A,4,"Crossover,Luxury,High-Performance",M,4S,23,16,1715,95500
POR,Cayenne,2016,PQ,420,6,A,A,4,"Crossover,Luxury,Performance",M,4S,24,17,1715,74800
POR,Cayenne,2016,PQ,520,8,A,A,4,"Crossover,Luxury,Performance",M,4S,21,14,1715,114700
POR,Cayenne,2016,PQ,300,6,A,A,4,"Crossover,Luxury",M,4S,24,19,1715,58300
POR,Cayenne,2016,PQ,570,8,A,A,4,"Crossover,Luxury,High-Performance",M,4S,21,14,1715,157300
POR,Cayenne,2016,D,240,6,A,A,4,"Crossover,Luxury,Diesel",M,4S,29,20,1715,62300
POR,Cayenne,2017,PQ,520,8,A,A,4,"Crossover,Luxury,Performance",M,4S,21,14,1715,116500
POR,Cayenne,2017,PQ,300,6,A,A,4,"Crossover,Luxury",M,4S,24,18,1715,59600
POR,Cayenne,2017,PQ,440,6,A,A,4,"Crossover,Luxury,High-Performance",M,4S,23,16,1715,97200
POR,Cayenne,2017,PQ,570,8,A,A,4,"Crossover,Luxury,High-Performance",M,4S,21,14,1715,159600
POR,Cayenne,2017,PQ,420,6,A,A,4,"Crossover,Luxury,Performance",M,4S,24,17,1715,76200
POR,Cayman S,2006,PQ,295,6,M,R,2,"Luxury,High-Performance",C,COU,26,18,1715,58900
POR,Cayman,2014,PQ,275,6,M,R,2,"Luxury,High-Performance",C,COU,30,20,1715,52600
POR,Cayman,2014,PQ,325,6,M,R,2,"Luxury,High-Performance",C,COU,28,20,1715,63800
POR,Cayman,2015,PQ,325,6,M,R,2,"Luxury,High-Performance",C,COU,28,20,1715,63800
POR,Cayman,2015,PQ,340,6,M,R,2,"Luxury,High-Performance",C,COU,26,19,1715,75200
POR,Cayman,2015,PQ,275,6,M,R,2,"Luxury,High-Performance",C,COU,30,20,1715,52600
POR,Cayman,2016,PQ,325,6,M,R,2,"Luxury,High-Performance",C,COU,28,20,1715,64100
POR,Cayman,2016,PQ,340,6,M,R,2,"Luxury,High-Performance",C,COU,26,19,1715,75200
POR,Cayman,2016,PQ,275,6,M,R,2,"Luxury,High-Performance",C,COU,30,20,1715,52600
VW,CC,2015,PC,200,4,M,F,4,Performance,M,S,32,21,873,34275
VW,CC,2015,PC,200,4,AMT,F,4,Performance,M,S,31,22,873,34095
VW,CC,2015,PC,200,4,M,F,4,Performance,M,S,32,21,873,32995
VW,CC,2015,PC,280,6,AMT,A,4,Performance,M,S,25,17,873,43575
VW,CC,2015,PC,200,4,M,F,4,Performance,M,S,32,21,873,32995
VW,CC,2015,PC,200,4,AMT,F,4,Performance,M,S,31,22,873,38085
VW,CC,2015,PC,200,4,AMT,F,4,Performance,M,S,31,22,873,35375
VW,CC,2015,PC,200,4,AMT,F,4,Performance,M,S,31,22,873,35375
VW,CC,2015,PC,200,4,AMT,F,4,Performance,M,S,31,22,873,38085
VW,CC,2015,PC,200,4,AMT,F,4,Performance,M,S,31,22,873,34095
VW,CC,2015,PC,200,4,M,F,4,Performance,M,S,32,21,873,34275
VW,CC,2016,PC,200,4,AMT,F,4,Performance,M,S,31,22,873,32670
VW,CC,2016,PC,200,4,M,F,4,Performance,M,S,32,21,873,34655
VW,CC,2016,PC,200,4,AMT,F,4,Performance,M,S,31,22,873,35755
VW,CC,2016,PC,200,4,AMT,F,4,Performance,M,S,31,22,873,37820
VW,CC,2016,PC,280,6,AMT,A,4,Performance,M,S,25,17,873,44355
VW,CC,2016,PC,200,4,AMT,F,4,Performance,M,S,31,22,873,37820
VW,CC,2016,PC,200,4,AMT,F,4,Performance,M,S,31,22,873,37820
VW,CC,2016,PC,200,4,AMT,F,4,Performance,M,S,31,22,873,34475
VW,CC,2016,PC,200,4,AMT,F,4,Performance,M,S,31,22,873,34475
VW,CC,2016,PC,200,4,AMT,F,4,Performance,M,S,31,22,873,37820
VW,CC,2016,PC,200,4,M,F,4,Performance,M,S,32,21,873,31570
VW,CC,2016,PC,200,4,AMT,F,4,Performance,M,S,31,22,873,32670
VW,CC,2016,PC,200,4,M,F,4,Performance,M,S,32,21,873,34655
VW,CC,2016,PC,200,4,M,F,4,Performance,M,S,32,21,873,31570
VW,CC,2016,PC,200,4,AMT,F,4,Performance,M,S,31,22,873,35755
VW,CC,2017,PC,200,4,AMT,F,4,Performance,M,S,31,22,873,37820
VW,CC,2017,PC,200,4,AMT,F,4,Performance,M,S,31,22,873,37820
VW,CC,2017,PC,200,4,AMT,F,4,Performance,M,S,31,22,873,34475
VW,CC,2017,PC,200,4,AMT,F,4,Performance,M,S,31,22,873,37820
VW,CC,2017,PC,200,4,AMT,F,4,Performance,M,S,31,22,873,37820
VW,CC,2017,PC,200,4,AMT,F,4,Performance,M,S,31,22,873,34475
CHEV,Celebrity,1990,R,135,6,A,F,4,N,M,W,27,17,1385,2000
CHEV,Celebrity,1990,R,110,4,A,F,4,N,M,W,29,20,1385,2000
TOY,Celica,2003,R,140,4,A,F,2,Hatchback,C,2H,33,25,2031,18140
TOY,Celica,2003,PQ,180,4,M,F,2,"Hatchback,Performance",C,2H,29,20,2031,22005
TOY,Celica,2003,PQ,180,4,A,F,2,"Hatchback,Performance",C,2H,27,20,2031,22705
TOY,Celica,2003,R,140,4,M,F,2,Hatchback,C,2H,30,23,2031,17340
TOY,Celica,2004,R,140,4,M,F,2,Hatchback,C,2H,30,23,2031,19535
TOY,Celica,2004,PQ,180,4,A,F,2,"Hatchback,Performance",C,2H,28,22,2031,22935
TOY,Celica,2004,PQ,180,4,A,F,2,"Hatchback,Performance",C,2H,28,22,2031,24810
TOY,Celica,2004,PQ,180,4,M,F,2,"Hatchback,Performance",C,2H,30,21,2031,22235
TOY,Celica,2004,R,140,4,A,F,2,Hatchback,C,2H,33,25,2031,18370
TOY,Celica,2004,R,140,4,M,F,2,Hatchback,C,2H,30,23,2031,17570
TOY,Celica,2004,R,140,4,A,F,2,Hatchback,C,2H,33,25,2031,20335
TOY,Celica,2004,PQ,180,4,M,F,2,"Hatchback,Performance",C,2H,30,21,2031,24110
TOY,Celica,2005,R,140,4,M,F,2,Hatchback,C,2H,30,23,2031,17670
TOY,Celica,2005,PQ,180,4,M,F,2,"Hatchback,Performance",C,2H,30,21,2031,22335
TOY,Celica,2005,PQ,180,4,A,F,2,"Hatchback,Performance",C,2H,28,22,2031,23035
TOY,Celica,2005,R,140,4,A,F,2,Hatchback,C,2H,33,25,2031,18470
BUI,Century,2003,R,175,6,A,F,4,N,M,S,26,18,155,21235
BUI,Century,2004,R,175,6,A,F,4,N,M,S,27,18,155,21815
BUI,Century,2005,R,175,6,A,F,4,N,M,S,27,18,155,22040
DOD,Challenger,2015,R,375,8,M,R,2,Performance,L,COU,23,15,1851,31995
DOD,Challenger,2015,PC,485,8,M,R,2,"Factory Tuner,High-Performance",L,COU,23,14,1851,42595
DOD,Challenger,2015,R,375,8,M,R,2,Performance,L,COU,23,15,1851,35795
DOD,Challenger,2015,PC,485,8,M,R,2,"Factory Tuner,High-Performance",L,COU,23,14,1851,37995
DOD,Challenger,2015,R,305,6,A,R,2,Performance,L,COU,30,19,1851,29995
DOD,Challenger,2015,R,375,8,M,R,2,Performance,L,COU,23,15,1851,38795
DOD,Challenger,2015,PC,707,8,M,R,2,"Factory Tuner,High-Performance",L,COU,22,13,1851,58295
DOD,Challenger,2015,PC,485,8,M,R,2,"Factory Tuner,High-Performance",L,COU,23,14,1851,45695
DOD,Challenger,2015,R,375,8,M,R,2,Performance,L,COU,23,15,1851,34995
DOD,Challenger,2015,R,305,6,A,R,2,Performance,L,COU,30,19,1851,26995
DOD,Challenger,2016,R,375,8,M,R,2,High-Performance,L,COU,23,15,1851,31995
DOD,Challenger,2016,PC,485,8,M,R,2,"Factory Tuner,High-Performance",L,COU,23,14,1851,49195
DOD,Challenger,2016,R,305,6,A,R,2,Performance,L,COU,30,19,1851,29995
DOD,Challenger,2016,PC,485,8,M,R,2,"Factory Tuner,High-Performance",L,COU,23,14,1851,37995
DOD,Challenger,2016,R,375,8,M,R,2,High-Performance,L,COU,23,15,1851,34995
DOD,Challenger,2016,R,375,8,M,R,2,High-Performance,L,COU,23,15,1851,38995
DOD,Challenger,2016,R,305,6,A,R,2,Performance,L,COU,30,19,1851,26995
DOD,Challenger,2016,PC,707,8,A,R,2,"Factory Tuner,High-Performance",L,COU,21,13,1851,65945
DOD,Challenger,2016,PC,485,8,M,R,2,"Factory Tuner,High-Performance",L,COU,23,14,1851,42795
DOD,Challenger,2016,R,375,8,M,R,2,High-Performance,L,COU,23,15,1851,35995
DOD,Challenger,2017,R,375,8,M,R,2,High-Performance,L,COU,23,15,1851,35890
DOD,Challenger,2017,PC,485,8,M,R,2,"Factory Tuner,High-Performance",L,COU,23,14,1851,37995
DOD,Challenger,2017,PC,485,8,M,R,2,"Factory Tuner,High-Performance",L,COU,23,14,1851,49195
DOD,Challenger,2017,R,375,8,M,R,2,High-Performance,L,COU,23,15,1851,36890
DOD,Challenger,2017,PC,707,8,M,R,2,"Factory Tuner,High-Performance",L,COU,21,13,1851,62495
DOD,Challenger,2017,R,375,8,M,R,2,High-Performance,L,COU,23,15,1851,32890
DOD,Challenger,2017,R,305,6,A,R,2,Performance,L,COU,30,19,1851,26995
DOD,Challenger,2017,R,375,8,M,R,2,High-Performance,L,COU,23,15,1851,39890
DOD,Challenger,2017,PC,485,8,M,R,2,"Factory Tuner,High-Performance",L,COU,23,14,1851,42795
DOD,Challenger,2017,R,305,6,A,R,2,Performance,L,COU,30,19,1851,29995
DOD,Challenger,2017,PC,485,8,M,R,2,"Factory Tuner,High-Performance",L,COU,23,14,1851,43995
DOD,Challenger,2017,R,375,8,M,R,2,High-Performance,L,COU,23,15,1851,37390
DOD,Challenger,2017,R,375,8,M,R,2,High-Performance,L,COU,23,15,1851,40140
DOD,Charger,2015,PC,485,8,A,R,4,"Factory Tuner,High-Performance",L,S,25,15,1851,47995
DOD,Charger,2015,PC,485,8,A,R,4,High-Performance,L,S,25,15,1851,39995
DOD,Charger,2015,PC,707,8,A,R,4,"Factory Tuner,High-Performance",L,S,22,13,1851,62295
DOD,Charger,2015,R,370,8,A,R,4,High-Performance,L,S,25,16,1851,33595
DOD,Charger,2015,R,292,6,A,R,4,N,L,S,31,19,1851,27995
DOD,Charger,2015,R,370,8,A,R,4,High-Performance,L,S,25,16,1851,36595
DOD,Charger,2015,R,292,6,A,A,4,N,L,S,27,18,1851,32995
DOD,Charger,2015,R,292,6,A,A,4,N,L,S,27,18,1851,30995
DOD,Charger,2015,R,292,6,A,R,4,N,L,S,31,19,1851,29995
DOD,Charger,2016,R,292,6,A,R,4,N,L,S,31,19,1851,27995
DOD,Charger,2016,PC,707,8,A,R,4,"Factory Tuner,High-Performance",L,S,22,13,1851,65945
DOD,Charger,2016,R,292,6,A,R,4,Performance,L,S,31,19,1851,29995
DOD,Charger,2016,PC,485,8,A,R,4,High-Performance,L,S,25,15,1851,39995
DOD,Charger,2016,PC,485,8,A,R,4,"Factory Tuner,High-Performance",L,S,25,15,1851,50995
DOD,Charger,2016,R,370,8,A,R,4,High-Performance,L,S,25,16,1851,36895
DOD,Charger,2016,R,292,6,A,A,4,N,L,S,31,19,1851,31995
DOD,Charger,2016,R,370,8,A,R,4,High-Performance,L,S,25,16,1851,33895
